company_name,linkedin_url,description,fleet_size,country
Air North,https://linkedin.com/company/air-north,"Founded in 1977, Air North, Yukon's Airline, is a proud emblem of the Yukon community, with 49% ownership by the Vuntut Gwitchin First Nation.",11,Canada
Air Nunavut,https://linkedin.com/company/smooth-air-charter,"SmoothAir Charter is the southern Ontario division of Air Nunavut Ltd., a reputable northern Canadian charter company founded in 1989.",15,Canada
Air Ocean Maroc,https://linkedin.com/company/airocean-maroc,"We would like to reassure our clients, partners, and the public that Air Ocean Maroc remains fully operational. All scheduled flights are continuing as planned, ...",6,
Air Panama,https://linkedin.com/company/air-facility-panam%C3%A1,Transportamos su carga a través del aire o mar desde cualquier lugar del mundo y con el servicio que se adapte a sus exigencias.,5,Panama
Air Peace,https://linkedin.com/company/air-peace-limited,"Air Peace Limited, Nigeria's foremost airline was launched on October 24, 2014, with a record of seven aircraft comprising three state-of-the-art Dornier 328 ...",22,Nigeria
Air Premia,https://linkedin.com/company/air-premia/,Air Premia was born to create a world where more people can travel farther and more comfortably. What we consider as premium is not necessarily something ...,8,Corée du Sud
Air Rarotonga,https://linkedin.com/company/air-rarotonga-limited,Air Rarotonga operates regular scheduled flights and charter services to the other sister islands of the Southern and Northern Cook Islands.,6,
Air Safaris,https://linkedin.com/company/tekapo-air-safaris,"Air Safaris offer a “flight of a lifetime”, exploring the incredible world heritage Aoraki Mount Cook and Westland National Parks.",6,Nouvelle-Zélande
Air Saint-Pierre,https://linkedin.com/company/air-business-logistics,Totally customer-centric import and export service provider for both air and sea freight requirements. To or from anywhere in the world.,1,Polynésie française
Air Samarkand,https://linkedin.com/company/airsamarkand,"Air Samarkand is a new airline of New Uzbekistan, founded in Samarkand. We are for the simplicity of travel, so we strive to follow the most modern standards.",3,Ouzbékistan
Air Senegal,https://linkedin.com/company/air-221,"La compagnie aérienne nationale, a pour ambition d'être le leader du transport aérien ouest-africain en s'appuyant sur le HUB régional AIBD (Aéroport ...",9,Sénégal
Air Seoul,https://linkedin.com/company/air-seoul-korea,"Air Seoul is an airline, originally, a subsidiary of Asiana Airlines. Air Seoul's business model is a low cost carrier; however, Air Seoul has plans to roll out ...",6,Corée du Sud
Air Seychelles,https://linkedin.com/company/air-seychelles,"The Seychelles' national carrier has been flying for over 46 years. Wholly owned by the Government of Seychelles, the carrier operates regionally from its home ...",7,Seychelles
Air Spray,https://linkedin.com/company/air-spray-usa-inc,"Air Spray operates a fleet of over 40 aircraft for aerial wildfire suppression, including amphibious, land based, single and multi engine aircraft.",46,Canada
Air Sunshine,https://linkedin.com/company/sunshine-air-and-plumbing,We are more than just your local air conditioning and plumbing service experts are your neighbors. Which means we are proud to provide great service to the ...,8,Porto Rico
Air Tahiti,https://linkedin.com/company/air-tahiti,"Air Tahiti is the main inter-island air carrier in French Polynesia. Our network covers 47 islands within the country, scattered over an area as vast as Europe.",12,Polynésie française
Air Tahiti Nui,https://linkedin.com/company/air-tahiti-nui,Maeva - Bienvenue Air Tahiti Nui relie le reste du monde à l'île de Tahiti et propose des vols quotidiens sur la ligne Paris/Los Angeles/Tahiti.,4,Polynésie française
Air Tanzania,https://linkedin.com/company/air-tanzania-company-limited,"Air Tanzania is the flag carrier of Tanzania. Air Tanzania Corporation was established on March 10, 1977 and started operations on June 1, 1977.",17,Tanzanie
Air Taxi & Charter International,https://linkedin.com/company/copenhagen-airtaxi-a-s,"Over the decades, we've grown into a company that offers: ✈️ Charter & Ruteflyvning to destinations near and far. ✈️ Pilot education for the next generation of ...",1,Espagne
Air Tetiaroa,https://linkedin.com/company/air-tetiaroa,La compagnie aérienne privée Air Tetiaroa est l'unique compagnie aérienne desservant l'atoll de Tetiaroa depuis Tahiti et les autres Iles de la Société.,7,Territoire britannique de l'océan Indien
Air Thanlwin,https://linkedin.com/company/shwethanlwinmedia,"Website: http://www.skynetplus.com. External link for Shwe Than Lwin Media Co.,Ltd. Industry: Broadcast Media Production and Distribution.",4,Birmanie
Air Tindi,https://linkedin.com/company/flyairtindi,"35 years of service and a Northern Based Airline (Yellowknife, NWT), Air Tindi provides a diverse fleet of turboprop aircraft services, experienced staff, and ...",7,Canada
Air Transat,https://linkedin.com/company/airtransat,Air Transat is Canada's number one leisure airline in North America and part of Transat A.T. Inc. a leading integrated international tourism company ...,43,Canada
Air Transport Europe,https://linkedin.com/company/european-air-transport-leipzig-gmbh/,"We've been turning skies into runways since 2008 at Leipzig/Halle Airport. EAT is a registered cargo airline and aircraft maintenance provider, ...",10,Slovaquie
Air Transport International,https://linkedin.com/company/air-transport-international,"ATI is a US passenger and cargo airline headquartered in Wilmington, Ohio with maintenance bases in across the US and world-wide.",10,Porto Rico
Air Travel,https://linkedin.com/company/air-travel-corporation,Air Travel Corporation provide luxury tailor-made holidays designed individually to suit your personal requirements. Primarily specialising in holidays to Dubai ...,16,Taïwan
AIR TXT,https://linkedin.com/company/airtxt,"En Air TXT, redefinimos la experiencia de volar en jet con un enfoque en la excelencia, la personalización y la eficiencia. Ofrecemos soluciones de vuelos ...",1,Espagne
Air Urga,https://linkedin.com/company/wake-qa-limited,WAKE (QA) LIMITED is a UK-based company. It's our mission to become the global leader in recognising operational safety throughout the entire aviation ...,4,Ukraine
Air Vanuatu,https://linkedin.com/company/air-vanuatu,Closed. · Report this company · Close menu. View all 379 employees. About us. In receivership CLOSED. Website: https://www.dailypost.vu/news/no ...,3,Vanuatu
Air Volta,https://linkedin.com/company/voltaair,"Volta Air Technology is a leading designer and manufacturer of sustainable, all-electric refrigeration solutions for commercial transportation vehicles.",4,Bulgarie
Air Wisconsin,https://linkedin.com/company/air-wisconsin-airlines,Air Wisconsin Airlines | 21483 followers on LinkedIn. We operate exclusively as American Eagle and have been a presence in the airline industry since 1965.,3,Porto Rico
Air Zimbabwe,https://linkedin.com/company/air-zimbabwe-private-limited,"Air Zimbabwe (Pvt) Ltd (operating as Air Zimbabwe) is the national carrier of Zimbabwe, headquartered on the property of Robert Gabriel Mugabe International ...",4,Zimbabwe
Air-Glaciers,https://linkedin.com/company/air-glaciers,"Air-Glaciers is much more than just an aviation company, it is a family of passionate people who save lives and participate in the life in the Alps.",24,Suisse
Air-Taxi Europe,https://linkedin.com/company/fly-aeolus,"Fly Aeolus connects 1,600 airports in Europe. By using small and large airports, there is always an airport at a 20-minute drive from your departure or ...",4,Allemagne
Air1Air,https://linkedin.com/company/air1air,Air1Air is the first Iranian Low Cost airline. The Low Cost Airline or Low Cost Carrier (LCC) model is based on the principle of strictly managing unnecessary ...,2,Iran
Air65 Aviation,https://linkedin.com/company/flyair65/,"AIR65 is a French cargo airline operating ATR72-500F aircraft, offering air cargo capacity for ad-hoc flights in Europe, Africa, Middle East, the Caribbean and ...",1,France
AirACT,https://linkedin.com/company/act-airlines,"Based in Istanbul, Turkey, ACT Airlines operates 5 Boeing 747-400 Freighters with a capacity of 586.5 tons answering the demand for extra capacity in the market ...",2,Turquie
AirAsia,https://linkedin.com/company/airasia,"We're now a world-class brand, a leading Asean airline, a digital travel and lifestyle platform; and we're not stopping.",226,Cambodge
AirAsia X,https://linkedin.com/company/airasia,"We're now a world-class brand, a leading Asean airline, a digital travel and lifestyle platform; and we're not stopping. If you're passionate about connecting ...",25,Thaïlande
airblue,https://linkedin.com/company/airblue,Airblue is Pakistan's largest private airline. Leading the way with innovative new technology. Airblue became the first airline in South Asia.,12,Pakistan
Airborne Imaging,https://linkedin.com/company/airborneimaging,"Airborne Imaging Inc, a Barr Geospatial Solutions company, is a provider of high resolution, high quality, cost-effective Airborne LiDAR and geospatial mapping ...",4,Porto Rico
Airbus,https://linkedin.com/company/airbusgroup,Airbus pioneers sustainable aerospace for a safe and united world. The Company constantly innovates to provide the most efficient and technologically-advanced ...,889,France
Airbus Transport International,https://linkedin.com/company/airbusgroup/,Airbus pioneers sustainable aerospace for a safe and united world. The Company constantly innovates to provide efficient and technologically-advanced ...,11,France
Aircalin,https://linkedin.com/company/aircalin,"Founded in 1983, AIRCALIN is the international airline of New Caledonia. Its mission is to facilitate travel for New Caledonians, promote tourism in New ...",6,Polynésie française
Aircharters Worldwide,https://linkedin.com/company/airchartersworldwideinc,"Aircharters Worldwide is a state-of-the-art private jet operating facility based in the Miami Opa-Locka Executive Airport, Florida.",2,Porto Rico
Aircraft Management Group,https://linkedin.com/company/aircraft-management-group,"Aircraft Management Group is offering a cost effective, convenient, and transparent solution for private jet ownership and leases in the greater Atlanta ...",15,Porto Rico
Airest,https://linkedin.com/company/airest-airline,"Airest is a direct aviation service provider to the leading logistics companies since 2002. Headquartered in Tallinn, Estonia.",6,Estonie
AirExplore,https://linkedin.com/company/airexplore,"AirExplore is Slovakia's largest airline, providing the most flexible, full-service ACMI and air charter solutions worldwide for passengers and cargo ...",8,Slovaquie
Airfast Indonesia,https://linkedin.com/company/pt-airfast-indonesia,Website: http://www.airfastindonesia.com/. Externer Link zu PT. AIRFAST Indonesia ; Branche: Fluggesellschaften und Luftfahrt ; Größe: 201–500 Beschäftigte.,10,Timor oriental
AirGO Private Airline,https://linkedin.com/company/airgo-private-airline/,"AirGO is the only company dedicated to the sales, management and charter of mono fleets with the advantage of concentrating knowledge and experience.",3,Allemagne
airHaifa,https://linkedin.com/company/air-haifa-ltd,"airHaifa is Israel's first new airline since the 90s, and the first commercial airline to ever be based in Haifa. We will soon offer simple, affordable, and ...",3,Israël
Airhub Airlines,https://linkedin.com/company/airhub-aviation,"Airhub Aviation, strategically located in Dubai, Malta, and the Baltic States, manages a portfolio of aviation assets valued at over $200 million.",1,Malte
